,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,day_added,duration_value,duration_unit,tags
582,s583,movie,Mother's Day,garry marshall,jennifer aniston  kate hudson  julia roberts  jason sudeikis  britt robertson  timothy olyphant  margo martindale  shay mitchell  jack whitehall  hector elizondo  jon lovitz  larry miller  cameron esposito  aasif mandvi  jennifer garner  sarah chalke,United States,2021-07-01,2016,PG-13,118 min,['comedies'  'dramas'],the trials and tribulations of several atlanta moms (and one clueless widower dad) make it a mother's day to remember in this ensemble comedy.,2021,July,1,118.0,min,['comedies' 'dramas'] ['comedies' 'dramas'] jennifer aniston kate hudson julia roberts jason sudeikis britt robertson timothy olyphant margo martindale shay mitchell jack whitehall hector elizondo jon lovitz larry miller cameron esposito aasif mandvi jennifer garner sarah chalke garry marshall the trials and tribulations of several atlanta moms (and one clueless widower dad) make it a mother's day to remember in this ensemble comedy. movie
583,s584,movie,No Strings Attached,ivan reitman,natalie portman  ashton kutcher  kevin kline  cary elwes  greta gerwig  lake bell  olivia thirlby  ludacris  jake johnson  mindy kaling  talia balsam,United States,2021-07-01,2011,R,109 min,['comedies'  'romantic movies'],"""friends with benefits"" emma and adam are fine with their open relationship ... until those pesky little things called feelings enter the picture.",2021,July,1,109.0,min,"['comedies' 'romantic movies'] ['comedies' 'romantic movies'] natalie portman ashton kutcher kevin kline cary elwes greta gerwig lake bell olivia thirlby ludacris jake johnson mindy kaling talia balsam ivan reitman ""friends with benefits"" emma and adam are fine with their open relationship ... until those pesky little things called feelings enter the picture. movie"
584,s585,movie,Not Another Teen Movie,joel gallen,chyler leigh  chris evans  jaime pressly  eric christian olsen  mia kirshner  deon richmond  eric jungmann  ron lester  cody mcmains  sam huntington  lacey chabert  joanna garcia swisher  samm levine  cerina vincent,United States,2021-07-01,2001,R,89 min,['comedies'],on a bet  a gridiron hero at john hughes high school sets out to turn a bespectacled artist into a prom queen in this outrageous parody.,2021,July,1,89.0,min,['comedies'] ['comedies'] chyler leigh chris evans jaime pressly eric christian olsen mia kirshner deon richmond eric jungmann ron lester cody mcmains sam huntington lacey chabert joanna garcia swisher samm levine cerina vincent joel gallen on a bet a gridiron hero at john hughes high school sets out to turn a bespectacled artist into a prom queen in this outrageous parody. movie
585,s586,movie,Ophelia,claire mccarthy,daisy ridley  naomi watts  clive owen  george mackay  tom felton  devon terrell  dominic mafham  daisy head,United Kingdom,2021-07-01,2018,PG-13,106 min,['dramas'  'romantic movies'],in this retelling of “hamlet” from ophelia’s point of view  the lady-in-waiting’s shared love with denmark’s prince is ruined by treachery and madness.,2021,July,1,106.0,min,['dramas' 'romantic movies'] ['dramas' 'romantic movies'] daisy ridley naomi watts clive owen george mackay tom felton devon terrell dominic mafham daisy head claire mccarthy in this retelling of “hamlet” from ophelia’s point of view the lady-in-waiting’s shared love with denmark’s prince is ruined by treachery and madness. movie
586,s587,movie,Pet Sematary 2,mary lambert,edward furlong  anthony edwards  clancy brown  jared rushton  darlanne fluegel  jason mcguire  sarah trigger  lisa waltz  jim peck  len hunt,Unknown,2021-07-01,1992,R,101 min,['horror movies'],when chase and his son  jeff  move to a different town  jeff befriends an outcast named drew  and the two discover a strange indian burial ground.,2021,July,1,101.0,min,['horror movies'] ['horror movies'] edward furlong anthony edwards clancy brown jared rushton darlanne fluegel jason mcguire sarah trigger lisa waltz jim peck len hunt mary lambert when chase and his son jeff move to a different town jeff befriends an outcast named drew and the two discover a strange indian burial ground. movie
587,s588,tv show,Quarantine Tales,sidharta tata  aco tenriyagelli  dian sastrowardoyo  ifa isfansyah  jason iskandar,adinia wirasti  marissa anita  faradina mufti  teuku rifnu wikana  arawinda kirana  abdurrahman arif  verdi solaiman  kiki narendra  brigitta cynthia  roy sungkono  windy apsari,Unknown,2021-07-01,2020,TV-MA,1 Season,['international tv shows'  'tv comedies'  'tv dramas'],traversing genres  five separate stories offer unique  whimsical and thought-provoking takes on life during the pandemic in 2020.,2021,July,1,1.0,Season,['international tv shows' 'tv comedies' 'tv dramas'] ['international tv shows' 'tv comedies' 'tv dramas'] adinia wirasti marissa anita faradina mufti teuku rifnu wikana arawinda kirana abdurrahman arif verdi solaiman kiki narendra brigitta cynthia roy sungkono windy apsari sidharta tata aco tenriyagelli dian sastrowardoyo ifa isfansyah jason iskandar traversing genres five separate stories offer unique whimsical and thought-provoking takes on life during the pandemic in 2020. tv show
588,s589,tv show,Rainbow Rangers,unknown,penelope rawlins  juliette crosbie  zehra naqvi  phillipa alexander  aileen mythen,United States,2021-07-01,2018,TV-Y,1 Season,"[""kids' tv""]",when earth's animals and natural wonders need a rescue  the rainbow rangers combine their colorful powers to protect the planet and save the day!,2021,July,1,1.0,Season,"[""kids' tv""] [""kids' tv""] penelope rawlins juliette crosbie zehra naqvi phillipa alexander aileen mythen unknown when earth's animals and natural wonders need a rescue the rainbow rangers combine their colorful powers to protect the planet and save the day! tv show"
589,s590,movie,Red Joan,trevor nunn,judi dench  sophie cookson  nina sosanya  tom hughes  tereza srbová  stephen campbell moore  ben miles  freddie gaminara  robin soans  kevin fuller,United Kingdom,2021-07-01,2019,R,101 min,['dramas'  'international movies'],when an unassuming elderly widow is arrested for treason  her tangled secret past as the kgb's longest-serving british spy is exposed.,2021,July,1,101.0,min,['dramas' 'international movies'] ['dramas' 'international movies'] judi dench sophie cookson nina sosanya tom hughes tereza srbová stephen campbell moore ben miles freddie gaminara robin soans kevin fuller trevor nunn when an unassuming elderly widow is arrested for treason her tangled secret past as the kgb's longest-serving british spy is exposed. movie
590,s591,tv show,Sailor Moon Crystal,unknown,kotono mitsuishi  hisako kanemoto  rina satou  ami koshimizu  shizuka ito  ryo hirohashi  kenji nojima  misa watanabe,Unknown,2021-07-01,2016,TV-Y7,3 Seasons,"['anime series'  ""kids' tv""]",middle schooler usagi tsukino and her friends learn that they have the power to transform into sailor guardians  protecting the world from darkness.,2021,July,1,3.0,Seasons,"['anime series' ""kids' tv""] ['anime series' ""kids' tv""] kotono mitsuishi hisako kanemoto rina satou ami koshimizu shizuka ito ryo hirohashi kenji nojima misa watanabe unknown middle schooler usagi tsukino and her friends learn that they have the power to transform into sailor guardians protecting the world from darkness. tv show"
591,s592,movie,Seven Pounds,gabriele muccino,will smith  rosario dawson  woody harrelson  michael ealy  barry pepper  elpidia carrillo  robinne lee  joe nunez  bill smitrovich  tim kelleher  gina hecht  andy milder  judyann elder  sarah jane morris,United States,2021-07-01,2008,PG-13,123 min,['dramas'  'romantic movies'],weighed down by a dark secret  irs agent ben thomas tries to improve the lives of seven strangers in need of a second chance.,2021,July,1,123.0,min,['dramas' 'romantic movies'] ['dramas' 'romantic movies'] will smith rosario dawson woody harrelson michael ealy barry pepper elpidia carrillo robinne lee joe nunez bill smitrovich tim kelleher gina hecht andy milder judyann elder sarah jane morris gabriele muccino weighed down by a dark secret irs agent ben thomas tries to improve the lives of seven strangers in need of a second chance. movie
592,s593,movie,She's Out of My League,jim field smith,jay baruchel  alice eve  t.j. miller  mike vogel  nate torrence  krysten ritter  geoff stults  lindsay sloane  andrew daly  jasika nicole  kyle bornheimer,United States,2021-07-01,2010,R,106 min,['comedies'  'romantic movies'],kirk's a 5. his new girlfriend molly's a 10. no one knows what she sees in him  including kirk. will his raging insecurities ruin this budding romance?,2021,July,1,106.0,min,['comedies' 'romantic movies'] ['comedies' 'romantic movies'] jay baruchel alice eve t.j. miller mike vogel nate torrence krysten ritter geoff stults lindsay sloane andrew daly jasika nicole kyle bornheimer jim field smith kirk's a 5. his new girlfriend molly's a 10. no one knows what she sees in him including kirk. will his raging insecurities ruin this budding romance? movie
593,s594,movie,Snow Day,chris koch,chris elliott  mark webber  jean smart  schuyler fisk  iggy pop  pam grier  john schneider  chevy chase  zena grey  josh peck,United States,2021-07-01,2000,PG,89 min,['children & family movies'  'comedies'],when a snow day shuts down the whole town  the wheeler family cuts loose. hal makes a play for the most popular girl in his school  10-year-old natalie takes on the dreaded snowplow man  and dad gets into a showdown with a rival meteorologist.,2021,July,1,89.0,min,['children & family movies' 'comedies'] ['children & family movies' 'comedies'] chris elliott mark webber jean smart schuyler fisk iggy pop pam grier john schneider chevy chase zena grey josh peck chris koch when a snow day shuts down the whole town the wheeler family cuts loose. hal makes a play for the most popular girl in his school 10-year-old natalie takes on the dreaded snowplow man and dad gets into a showdown with a rival meteorologist. movie
594,s595,movie,Star Trek,j.j. abrams,chris pine  zachary quinto  karl urban  zoe saldana  simon pegg  john cho  anton yelchin  eric bana  leonard nimoy  bruce greenwood  ben cross  winona ryder,United States,2021-07-01,2009,PG-13,128 min,['action & adventure'  'sci-fi & fantasy'],on their first voyage aboard the starship enterprise  cocky rebel james t. kirk and logic-driven vulcan spock try to defeat a vengeful romulan commander.,2021,July,1,128.0,min,['action & adventure' 'sci-fi & fantasy'] ['action & adventure' 'sci-fi & fantasy'] chris pine zachary quinto karl urban zoe saldana simon pegg john cho anton yelchin eric bana leonard nimoy bruce greenwood ben cross winona ryder j.j. abrams on their first voyage aboard the starship enterprise cocky rebel james t. kirk and logic-driven vulcan spock try to defeat a vengeful romulan commander. movie
595,s596,movie,Stuart Little,rob minkoff,michael j. fox  jonathan lipnicki  geena davis  hugh laurie  nathan lane,Germany,2021-07-01,1999,PG,85 min,['children & family movies'  'comedies'],when his parents adopt a mouse instead of a little boy  george realizes brothers come in all shapes and sizes. but snowbell the cat is not so welcoming.,2021,July,1,85.0,min,['children & family movies' 'comedies'] ['children & family movies' 'comedies'] michael j. fox jonathan lipnicki geena davis hugh laurie nathan lane rob minkoff when his parents adopt a mouse instead of a little boy george realizes brothers come in all shapes and sizes. but snowbell the cat is not so welcoming. movie
596,s597,movie,Sword of Trust,lynn shelton,marc maron  jon bass  michaela watkins  jillian bell  toby huss  dan bakkedahl  lynn shelton  whitmer thomas,United States,2021-07-01,2019,R,89 min,['comedies'  'dramas'  'independent movies'],an offbeat foursome takes a wild journey through the southern belt of denial to sell a relic purporting to prove the south won the civil war.,2021,July,1,89.0,min,['comedies' 'dramas' 'independent movies'] ['comedies' 'dramas' 'independent movies'] marc maron jon bass michaela watkins jillian bell toby huss dan bakkedahl lynn shelton whitmer thomas lynn shelton an offbeat foursome takes a wild journey through the southern belt of denial to sell a relic purporting to prove the south won the civil war. movie
